,Comment.1,AustralianSuperMainFund,polarity,subjectivity
1323,"The Jury is still out. Although Industry Super Funds seem to be doing OK, and suggest that they are above bench mark, somewhere around 9% plus, I do not see this in my pension returns which have remained stable at around 4% over the past few years. I remained concerned of the Union involvement and interference in the funds and waste of money out advertising in areas where there is no return.",8.0,0.03,0.27
1324,Just started with Australian Super and feel good already,6.0,0.34,0.42
1325,I intend to switch to a more ethical fund when I next change jobs,2.0,0.23,0.37
1326,Emails from members not responded to always - deleted? Not enough attention on members. Forcing members to receive everything online is a big turn off.,3.0,0.0,0.3
1327,"Good return, low fees",8.0,0.35,0.45
1328,re great super fund,10.0,0.57,0.71
1329,seems to have regular good returns,7.0,0.35,0.34
1330,"I don't know that it is outstanding or not, but it's ok.",7.0,0.5,0.69
1331,Easy to deal with,10.0,0.43,0.83
1332,Good returns.Australian Super emphasis on trust as highlighted by leadership group visit to Canberra in 2016,8.0,0.52,0.63
1333,"Satisfied with performance, but can't guarantee to someone it's the best.",7.0,0.75,0.65
1334,Only just joined so see how it goes,6.0,0.0,1.0
1335,Provide reasonable but not outstanding service and advice.,6.0,-0.02,0.74
1336,A good solid fund,9.0,0.35,0.35
1337,Happy with performance of fund,8.0,0.8,1.0
1338,No good,0.0,-0.35,0.6
1339,Great returns,10.0,0.8,0.75
1340,"Unfortunately, I wouldn't recommend any superfund. I don't earn enough that I I get paid more super than AustralianSuper charges in fees.",0.0,0.08,0.67
1341,Excellent service.,10.0,1.0,1.0
1342,Great communication about how Super is tracking in the given financial climate changes.,9.0,0.38,0.47
1343,best one out there.,10.0,1.0,0.3
1344,Access to statements and Queries not easy,6.0,-0.22,0.83
1345,good performance,8.0,0.7,0.6
1346,Australian super employees are real lazy bums.,0.0,-0.01,0.56
1347,Have been a life-long member - and Australian Super has always been trustworthy and looked after its members,10.0,0.17,0.33
1348,.,8.0,0.0,0.0
1349,"Seems to be pretty good, but haven't tracked my Super for a little while.",7.0,0.27,0.69
1350,online information about transactions and fees. etc . good help on phone,8.0,0.7,0.6
1351,works fine for me,6.0,0.42,0.5
1352,Because of its size,8.0,0.0,0.0
1354,I believe Australian super to be a reliable and productive super fund,10.0,0.22,0.44
1355,It's an industry fund.,8.0,0.0,0.0
1356,"Been with Australian Super for a long time, even though I changed to another Super Fund for a short period of time, but wasn't happy with it, then I changed back to Australian Super.",10.0,0.19,0.41
1357,because you have looked after my super for years with no problems,10.0,0.33,0.67
1358,Had no problems with my transition to retirement,8.0,0.0,0.0
1359,No reason,3.0,0.0,0.0
1360,It was easy for me to roll all my funds into 1.,7.0,0.43,0.83
1361,"Haven't had any problems, but there's nothing outstanding that would make me actively go out of my way and recommend it.",5.0,0.18,0.74
1362,I rarely recommend,7.0,0.3,0.9
1364,"I could not combine my super , in the same australian super, because my employer created a fake account with no permision, and they used part of my family name , Australian Super bad customer service , no one resolved anything , I will not recommend Australian super to anyone",0.0,0.01,0.45
1366,"Its long term performance is among the top 10 of super funds, and it is an industry fund not a retail fund.",8.0,0.26,0.52
1368,.,10.0,0.0,0.0
1369,waste money like sending out surveys and monthly news letters a total waste of money,0.0,-0.13,0.25
1370,"Good returns, easy to use website",8.0,0.57,0.72
1371,Its an industry fund so the members receive the benefits.,10.0,0.0,0.0
1373,Biggest and best super in Australia.,10.0,0.67,0.48
1374,has been serving me well to my knowledge.,8.0,0.0,0.0
1375,"Deliverability, confidence in processes, not convinced",3.0,0.0,0.0
1376,I LIKE THE WAY ITS RUN. YOU GET GOOD RETURNS.,8.0,0.7,0.6
1377,I don't specifically know what others want from their super so hard to recommend,6.0,0.02,0.6
1379,Very reliable fund & well run. Disturbing continual superannuation changes made by government rather leaving it stable.,5.0,-0.15,0.55
1380,It's ok,5.0,0.5,0.5
1381,"I have no info on other funds, so no comparison to other funds so would not know if good or bad so would not recommend",2.0,-0.06,0.5
1382,Na,7.0,0.0,0.0
1383,its done wright by me,10.0,0.0,0.0
1384,Rejection of income protection increase request when I have returned to full time work after illness therefore earning more income.,0.0,0.42,0.53
1385,"Reasonable fees, reasonable returns. Good online access to manage and review my account.",10.0,0.37,0.6
1386,Because I have been with Australian super fund for 25 years and it's safe in Australia my money.,10.0,0.28,0.39
1387,been pretty happy with our dealings with Aus Super,8.0,0.46,0.89
1388,ok,9.0,0.5,0.5
1389,My super fared well even during a financial crises.,10.0,0.17,0.33
1391,Moderate returns,6.0,0.0,0.7
1392,Good returns.,9.0,0.7,0.6
1393,I am satisfied with the fund from an administration and return point of view.,7.0,0.5,1.0
1394,simplicity costs and mainly returns,9.0,0.17,0.33
1395,"Excellent Fund. e.g. Returns, Advice, Prompt friendly response to questions. Excellent and easy to follow web-site.",10.0,0.7,0.83
1396,average results,5.0,-0.15,0.4
1397,i gave 8 above average rating & believe always to give space to reach the level of excellence,8.0,-0.07,0.25
1400,Have been with Australian Super for decades and I am very happy the way they have managed my money.,10.0,0.44,0.56
1402,Low fee. Good investment.,9.0,0.35,0.45
1403,Lower fee's,9.0,0.0,0.0
1404,Very good company to deal with.,9.0,0.91,0.78
1405,"was given miss information at the start, by a number of people I spoke to .",8.0,0.0,0.0
1406,"As it was the employers choice of fund at time of joining I did not know much and still really don't know much about them, other than they are for members not profit.",6.0,0.12,0.24
1407,because its the only one I lnow,5.0,0.0,1.0
1408,Lower fees . Good interest rates,8.0,0.7,0.6
1409,"Big but ethical fund, well rated",10.0,0.1,0.35
1410,Good returns and safe,8.0,0.6,0.55
1411,"A fair whack is taken out annually in admin fees. Also, only some advice over the phone is still free.",6.0,0.37,0.9
1412,"Industry fund, non profit fund",10.0,0.0,0.0
1413,Customer Sevice,10.0,0.0,0.0
1414,Australian super seems as good as any,5.0,0.34,0.42
1415,famous,8.0,0.5,1.0
1416,Need to provide better products with less risk associated with the returns,6.0,0.17,0.28
1417,I have been very happy with the performance of my fund,10.0,1.0,1.0
1418,It has a strong history of growth,9.0,0.43,0.73
1419,Performance.,10.0,0.0,0.0
1420,I've had no issues so far but then again I've never looked online for my super,7.0,0.22,0.83
1421,Ea s y to deal with,8.0,0.0,0.0
1422,RECENT BAD EXPERIENCE WITH ONE OF YOUR CALL CENTRESTAFF WHICHWAS REFERRED TO YOUR COMPLAINTS AREA AND MY COMPLAINT VINDICATED,4.0,-0.33,0.37
1423,No,6.0,0.0,0.0
1424,"Low fees, quite good performance, but quite pricey insurance.",8.0,0.35,0.45
1425,No body has really taken the time to talk about my super to make sure it's working the way I would like it,4.0,0.34,0.59
1426,consistant performance over years,9.0,0.0,0.0
1430,No issues and good Comms. Easy to use onkine portal for me to change insurance preferences,10.0,0.57,0.72
1432,"Your member Direct share websites are very slow, hard to navigate and really is not up to the standard of other broker websites",4.0,-0.13,0.34
1433,I have never been unhappy with my super and its interest. But its up to me to phone and see if I can do better! Union and Proud,10.0,0.29,0.77
1434,"Secure, trusting and accumulates",10.0,0.4,0.6
1435,Returns,9.0,0.0,0.0
1436,"non profit, good returns",10.0,0.7,0.6
1437,never had any dramas,8.0,0.0,0.0
1438,"A super fund is a super fund. Unless you take an active interest in understanding it, it can be difficult to compare and understand what you're look at.",5.0,0.01,0.73
1440,good results,9.0,0.7,0.6
1441,Easy and daily selection of investment options. Industry fund.,10.0,0.22,0.42
1442,Great product and service,10.0,0.8,0.75
1443,Low fee and Great long term performance!,10.0,0.25,0.48
1444,Too hard to control what happens and online changes don't work.,4.0,-0.29,0.54
1445,"I don't really discuss Super funds, they all seem to take a lot of fees out of the money that is placed into them",7.0,0.27,0.43
1446,The best,9.0,1.0,0.3
1447,In the brief dealings I've had they have been very helpful & I'm very happy with the Socially Aware investment option,9.0,0.36,0.47
1448,Very good,10.0,0.91,0.78
1449,"Good returns generally, web site reasonably accessible",8.0,0.38,0.49
1451,High returns and lower fees,10.0,0.16,0.54
1452,So far so good since retiring. Also good responses on the phone when I was sorting retirement out 2015......still remember!,8.0,0.56,0.73
1453,"It was the super fund of my first job, and I just stuck with it.",5.0,0.29,0.5
1454,AustralianSuper has been very good since I joined,8.0,0.91,0.78
1455,.,9.0,0.0,0.0
1456,"Superannuation is beyond background in my day to day life (I'm sure 70year old me will loath me for this) so I couldn't honestly recommend one provider over another. But I've never had any issues with Australian super either, so I would be happy to recommend them based on my experience, or lack there of, with them.",8.0,0.39,0.61
1457,Good return so far,9.0,0.4,0.8
1458,I don't make recommendations to anyone,5.0,0.0,0.0
1459,good,9.0,0.7,0.6
1460,"only been in this fund for short time, so am neutral at the moment",5.0,0.0,0.65
1461,good return,8.0,0.7,0.6
1463,Costs and returns are reasonable,9.0,0.2,0.6
1464,it is safe,10.0,0.5,0.5
1465,Have already got my grandson started with Australian Super!,10.0,0.21,0.33
1467,"Great service, good company",10.0,0.75,0.68
1468,Secure (hopefully). Investment performance satisfactory. Communications clear and precise. Fees reasonable. Staff obliging. Online access difficult at times.,8.0,0.12,0.68
1469,The services and fees are quite average and nothing special.,4.0,0.1,0.49
1470,I am not sure as I have only just started with Oz super.,5.0,0.03,0.85
1471,No reason,8.0,0.0,0.0
1472,Works for me,8.0,0.0,0.0
1473,Not sure yet. Only just joined.,5.0,-0.12,0.94
1474,don't reply to emails,7.0,0.0,0.0
1475,good reputation,9.0,0.7,0.6
1477,Good value. I like the web site. I also bank with ME,10.0,0.7,0.6
1478,GOOD RELIABLE SERVICE AND GOOD PERFORMANCE.,8.0,0.7,0.6
1479,because you have been very good for the last few years that is why I transferred my super in MTA to AUSTRALIAN SUPER because Canstar gave me that information.,9.0,0.23,0.38
1480,Good reputation,10.0,0.7,0.6
1481,Been good so far,10.0,0.4,0.8
1482,Happy with this Fund,9.0,0.8,1.0
1483,Returns OK.,8.0,0.5,0.5
1484,I have found them to be good,10.0,0.7,0.6
1485,easy,5.0,0.43,0.83
1486,returns and costs involved,8.0,0.0,0.0
1487,Not many ask,6.0,-0.25,0.5
1488,Performance and quality/proactivity of service,8.0,0.0,0.0
1489,I am now retired but where I worked for a number of years they used Australian Super of which I am very happy with.,10.0,0.44,0.56
1490,High Fees,0.0,0.16,0.54
1491,Had no issues with this company.,7.0,0.0,0.0
1492,So easy to deal with,9.0,0.43,0.83
1493,Returns and easy of service,9.0,0.43,0.83
1494,Hard to finalise claims,4.0,-0.29,0.54
1496,Happy with my account,8.0,0.8,1.0
1497,Because its a good solid funds and the fees are reasonable.,10.0,0.3,0.43
1498,Great returns and low fees,10.0,0.4,0.53
1499,Long term investment,10.0,-0.05,0.4
1500,great returns,9.0,0.8,0.75
1501,Good returns and easy to deal with.,9.0,0.57,0.72
